,day,turnSpent,advUsed,location,combat,free?,items,meat,rounds,mox,mus,mys,effectsGained,clover,nativeMonster,hpGain,hpLoss,ncTitle,semirare,itemsUsed,skills,crafting,lineRange,freeNC,macroFrom
249,2,147,1,Cobb's Knob Harem,Knob Goblin Harem Girl,0,"['coin (7)', 'Knob Goblin harem pants', 'Knob Goblin harem veil', 'disease', 'finger cymbals', 'coin (4)', 'blue pixel']",15,3,3,2,3,[],,True,0,0,,,[],"['CHEAT CODE: REPLACE ENEMY!', 'FIREBALL BARRAGE!']",,"[5494, 5522]",,['Knob Goblin Madam']
250,2,148,1,The Smut Orc Logging Camp,smut orc screwer,0,"['coin (7)', 'deluxe mushroom', 'thick caulk', 'backwoods screwdriver']",71,2,6,2,3,[],,True,0,0,,,[],['FIREBALL BARRAGE!'],,"[5522, 5543]",,[]
251,2,149,0,The Smut Orc Logging Camp,sausage goblin,1,"['coin (8)', 'magical sausage casing', 'coin (4)', 'red pixel', 'razor-sharp can lid']",120,2,26,11,8,[],,,0,0,,,[],['FIREBALL BARRAGE!'],,"[5543, 5569]",,[]
252,2,149,1,The Smut Orc Logging Camp,smut orc pipelayer,0,"['coin (7)', 'weirdwood plank', 'messy butt joint', 'orcish rubber', 'freshwater pearl necklace']",79,2,9,0,2,[],,True,0,0,,,[],['FIREBALL BARRAGE!'],,"[5569, 5591]",,[]
253,2,150,1,The Smut Orc Logging Camp,smut orc nailer,0,"['coin (7)', 'thick caulk', 'orcish nailing lube']",58,2,2,3,5,[],,True,0,0,,,[],['FIREBALL BARRAGE!'],,"[5591, 5640]",,[]
254,2,151,1,The Smut Orc Logging Camp,N/A,0,"['raging hardwood plank', 'long hard screw']",0,-1,0,0,0,[],,,0,0,Blech House,,[],[],,"[5640, 5657]",,[]
255,2,152,1,The Smut Orc Logging Camp,The Frattlesnake,0,"['coin (8)', 'The Lacrosse Stick of Lacoronado', 'eleven-foot pole']",0,2,3,3,9,[],,True,0,0,,,[],['FIREBALL BARRAGE!'],,"[5657, 5676]",,[]
256,2,153,1,The Smut Orc Logging Camp,smut orc jacker,0,"['coin (8)', 'morningwood plank', 'stick of firewood']",54,2,5,0,4,[],,True,0,0,,,[],['FIREBALL BARRAGE!'],,"[5676, 5695]",,[]
257,2,154,1,The Smut Orc Logging Camp,smut orc nailer,0,"['coin (8)', 'coin (8)', 'long hard screw', 'morningwood plank']",52,2,2,5,3,[],,True,0,0,,,[],['FIREBALL BARRAGE!'],,"[5695, 5715]",,[]
258,2,155,1,The Smut Orc Logging Camp,smut orc pipelayer,0,"['coin (6)', 'raging hardwood plank', 'messy butt joint', 'ring of Detect Boring Doors']",63,2,6,3,0,[],,True,0,0,,,[],['FIREBALL BARRAGE!'],,"[5715, 5742]",,[]
259,2,156,1,The Smut Orc Logging Camp,N/A,0,"['raging hardwood plank', 'weirdwood plank', 'long hard screw']",0,-1,0,0,0,[],,,0,0,Blech House,,[],[],,"[5742, 5759]",,[]
260,2,157,1,The Smut Orc Logging Camp,smut orc nailer,0,"['coin (6)', 'long hard screw']",48,2,5,2,3,[],,True,0,0,,,[],['FIREBALL BARRAGE!'],,"[5759, 5777]",,[]
261,2,158,1,The Smut Orc Logging Camp,smut orc screwer,0,"['coin (6)', 'thick caulk', 'Gathered Meat-Clip']",59,2,2,2,5,[],,True,0,0,,,[],['FIREBALL BARRAGE!'],,"[5777, 5796]",,[]
262,2,159,1,The Smut Orc Logging Camp,smut orc nailer,0,"['coin (6)', 'long hard screw', 'raging hardwood plank', 'Pick-O-Matic lockpicks', 'stick of firewood']",50,2,3,3,3,[],,True,0,0,,,[],['FIREBALL BARRAGE!'],,"[5796, 5826]",,[]
263,2,160,1,The Smut Orc Logging Camp,N/A,0,['morningwood plank'],0,-1,0,0,0,[],,,0,0,Blech House,,[],[],,"[5826, 5839]",,[]
264,2,161,0,The Copperhead Club,terrible mutant,1,"['coin (8)', 'glob of undifferentiated tissue']",16,2,6,9,23,[],,,0,0,,,[],['FIREBALL BARRAGE!'],,"[5839, 5859]",,[]
265,2,161,1,The Smut Orc Logging Camp,smut orc jacker,0,"['coin (8)', 'coin (9)', 'raging hardwood plank']",59,2,3,4,2,[],,True,0,0,,,[],['FIREBALL BARRAGE!'],,"[5859, 5877]",,[]
266,2,162,1,The Smut Orc Logging Camp,smut orc nailer,0,"['coin (7)', 'thick caulk', 'stick of firewood']",55,2,2,4,3,[],,True,0,0,,,[],['FIREBALL BARRAGE!'],,"[5877, 5895]",,[]
267,2,163,1,The Smut Orc Logging Camp,smut orc pipelayer,0,"['coin (8)', 'raging hardwood plank']",46,2,2,4,3,[],,True,0,0,,,[],['FIREBALL BARRAGE!'],,"[5895, 5912]",,[]
268,2,164,1,The Smut Orc Logging Camp,N/A,0,"['morningwood plank', 'thick caulk']",0,-1,0,0,0,[],,,0,0,Blech House,,[],[],,"[5912, 5946]",,[]
269,2,165,0,The Copperhead Club,sausage goblin,1,"['coin (7)', 'magical sausage casing']",102,3,27,5,9,[],,,5,-31,,,[],"['LECTURE ON RELATIVITY!', 'MULTI-BOUNCE!']",,"[5946, 5969]",,[]
270,2,165,0,The Copperhead Club,sausage goblin,1,"['coin (7)', 'coin (10)', 'magical sausage casing']",105,3,7,28,5,[],,,5,0,,,[],"['LECTURE ON RELATIVITY!', 'MULTI-BOUNCE!']",,"[5969, 5992]",,[]
271,2,165,0,The Copperhead Club,sausage goblin,1,"['coin (8)', 'red-hot sausage fork', 'magical sausage casing']",106,3,13,9,19,[],,,5,0,,,[],"['LECTURE ON RELATIVITY!', 'MULTI-BOUNCE!']",,"[5992, 6015]",,[]
272,2,165,0,The Copperhead Club,sausage goblin,1,"['coin (8)', 'coin (8)', 'magical sausage casing']",110,3,18,13,10,[],,,5,0,,,[],"['LECTURE ON RELATIVITY!', 'MULTI-BOUNCE!']",,"[6015, 6038]",,[]
273,2,165,0,The Copperhead Club,sausage goblin,1,"['coin (6)', 'magical sausage casing']",96,3,17,12,13,[],,,5,0,,,[],"['LECTURE ON RELATIVITY!', 'MULTI-BOUNCE!']",,"[6038, 6062]",,[]
274,2,165,0,The Copperhead Club,sausage goblin,1,"['coin (6)', 'magical sausage casing']",97,3,13,20,9,[],,,5,0,,,[],"['LECTURE ON RELATIVITY!', 'MULTI-BOUNCE!']",,"[6062, 6084]",,[]
275,2,165,0,The Copperhead Club,sausage goblin,1,"['coin (7)', 'magical sausage casing']",120,3,29,8,7,[],,,5,-28,,,[],"['LECTURE ON RELATIVITY!', 'MULTI-BOUNCE!']",,"[6084, 6107]",,[]
276,2,165,0,The Copperhead Club,sausage goblin,1,"['coin (8)', 'coin (10)', 'magical sausage casing']",100,3,15,7,20,[],,,5,-28,,,[],"['LECTURE ON RELATIVITY!', 'MULTI-BOUNCE!']",,"[6107, 6132]",,[]
277,2,165,0,The Copperhead Club,sausage goblin,1,"['coin (6)', 'magical sausage casing']",103,3,18,14,10,[],,,5,-28,,,[],"['LECTURE ON RELATIVITY!', 'MULTI-BOUNCE!']",,"[6132, 6157]",,[]
278,2,165,0,The Copperhead Club,sausage goblin,1,"['coin (8)', 'magical sausage casing']",103,2,5,18,18,[],,,5,0,,,[],['MULTI-BOUNCE!'],,"[6157, 6184]",,[]
279,2,165,1,The Copperhead Club,N/A,0,[],0,-1,0,0,0,[],,,0,0,"Shen Copperhead, Jerk",,[],[],,"[6184, 6238]",,[]
280,2,166,1,The Haunted Gallery,"guy with a pitchfork, and his wife",0,"['coin (7)', 'coin (9)']",186,2,2,5,3,[],,True,5,0,,,[],['MULTI-BOUNCE!'],,"[6238, 6280]",,[]
281,2,167,1,The Haunted Gallery,"guy with a pitchfork, and his wife",0,"['coin (8)', 'coin (5)', 'white pixel']",173,2,5,3,2,[],,True,5,0,,,[],['FIREBALL TOSS!'],,"[6280, 6299]",,[]
282,2,168,1,The Haunted Gallery,empty suit of armor,0,"['coin (7)', 'antique spear']",12,2,6,2,2,[],,True,5,0,,,[],['FIREBALL TOSS!'],,"[6299, 6317]",,[]
283,2,169,1,The Haunted Gallery,N/A,0,"[""Lady Spookyraven's dancing shoes""]",0,-1,0,0,0,[],,,0,0,Louvre It or Leave It,,[],[],,"[6317, 6341]",,[]
284,2,170,1,The Haunted Ballroom,N/A,0,[],0,-1,0,0,0,[],,,0,0,Having a Ball in the Ballroom,,[],[],,"[6341, 6349]",,[]
285,2,171,0,The Haunted Ballroom,sausage goblin,1,"['coin (8)', 'magical sausage casing']",207,2,13,4,2,[],,,5,0,,,[],['FIREBALL TOSS!'],,"[6349, 6369]",,[]
286,2,171,0,The Haunted Ballroom,floating platter of hors d'oeuvres,1,"['coin (6)', 'dehydrated caviar', 'desiccated apricot']",11,2,0,0,8,[],,True,5,0,,,[],['CHEST X-RAY!'],,"[6369, 6385]",,[]
287,2,171,1,The Haunted Ballroom,tapdancing skeleton,0,"['coin (8)', 'worn tophat']",12,2,2,4,4,[],,True,5,0,,,[],['FIREBALL TOSS!'],,"[6385, 6402]",,[]
288,2,172,1,The Haunted Ballroom,N/A,0,[],0,-1,0,0,0,[],,,0,0,Strung-Up Quartet,,[],[],,"[6402, 6407]",,[]
289,2,173,0,The Haunted Ballroom,N/A,1,[],0,-1,0,0,0,[],,,0,0,Lights Out in the Ballroom,,[],[],,"[6407, 6412]",1,[]
290,2,173,1,The Haunted Ballroom,zombie waltzers,0,"['coin (6)', 'ballroom blintz']",153,2,2,7,2,[],,True,5,0,,,[],['FIREBALL TOSS!'],,"[6412, 6432]",,[]
291,2,174,1,The Haunted Ballroom,N/A,0,[],0,-1,0,0,0,[],,,0,0,We'll All Be Flat,,[],[],,"[6432, 6446]",,[]
292,2,175,0,The Haunted Laundry Room,plaid ghost,1,[],0,1,0,0,0,[],,True,0,0,,,[],['REFLEX HAMMER!'],,"[6446, 6452]",,[]
293,2,175,1,The Haunted Laundry Room,the cabinet of Dr. Limpieza,0,"['coin (8)', 'deluxe mushroom', 'bloodstain stick', 'bottle of laundry sherry']",146,3,7,4,4,[],,,5,0,,,[],"['OFFER LATTE TO OPPONENT!', 'FIREBALL TOSS!']",,"[6452, 6473]",,[]
294,2,176,1,The Haunted Laundry Room,the cabinet of Dr. Limpieza,0,"['coin (7)', 'fabric hardener', 'Gathered Meat-Clip']",185,2,2,9,4,[],,,5,0,,,[],['FIREBALL TOSS!'],,"[6473, 6493]",,[]
295,2,177,1,The Haunted Laundry Room,possessed laundry press,0,"['coin (6)', 'fabric softener', 'blasting soda']",187,3,0,5,8,[],,True,5,0,,,[],"['CHEAT CODE: REPLACE ENEMY!', 'FIREBALL TOSS!']",,"[6493, 6515]",,[]
296,2,178,1,The Daily Dungeon,apathetic lizardman,0,"['coin (6)', 'flavorless gruel']",91,2,0,0,5,[],,,5,0,,,[],['FIREBALL TOSS!'],,"[6515, 6533]",,[]
297,2,179,0,The Daily Dungeon,N/A,1,[],0,-1,0,0,0,[],,,0,0,I Wanna Be a Door,,[],[],,"[6533, 6538]",1,[]
298,2,179,0,The Daily Dungeon,N/A,1,[],0,-1,0,0,0,[],,,0,0,It's Almost Certainly a Trap,,[],[],,"[6538, 6543]",1,[]
299,2,179,1,The Daily Dungeon,dodecapede,0,"['coin (7)', 'coin (8)', 'clutch of dodecapede eggs']",52,2,5,0,2,[],,,5,0,,,[],['FIREBALL TOSS!'],,"[6543, 6562]",,[]
300,2,180,0,The Daily Dungeon,N/A,1,[],0,-1,0,0,0,[],,,0,0,The First Chest Isn't the Deepest.,,[],[],,"[6562, 6567]",1,[]
301,2,180,0,The Daily Dungeon,N/A,1,[],0,-1,0,0,0,[],,,0,0,I Wanna Be a Door,,[],[],,"[6567, 6572]",1,[]
302,2,180,0,The Daily Dungeon,N/A,1,[],0,-1,0,0,0,[],,,0,0,It's Almost Certainly a Trap,,[],[],,"[6572, 6577]",1,[]
303,2,180,0,The Daily Dungeon,N/A,1,[],0,-1,0,0,0,[],,,0,0,Second Chest,,[],[],,"[6577, 6582]",1,[]
304,2,180,1,The Daily Dungeon,dairy ooze,0,"['coin (6)', 'deluxe mushroom', 'mana curds']",51,2,2,4,0,[],,,5,0,,,[],['FIREBALL TOSS!'],,"[6582, 6601]",,[]
305,2,181,0,The Daily Dungeon,N/A,1,[],0,-1,0,0,0,[],,,0,0,It's Almost Certainly a Trap,,[],[],,"[6601, 6606]",1,[]
306,2,181,1,The Daily Dungeon,N/A,0,['fat loot token'],0,-1,0,0,0,[],,,0,0,The Final Reward,,[],[],,"[6606, 6646]",,[]
307,2,182,1,Cobb's Knob Harem,N/A,0,[],0,-1,0,0,0,"[('Knob Goblin Perfume', 1)]",,,0,0,Plucked,,[],[],,"[6646, 6653]",,[]
308,2,183,0,The Unquiet Garves,terrible mutant,1,"['coin (8)', 'glob of undifferentiated tissue', 'coin (4)', 'green pixel']",54,2,6,3,9,[],,,5,0,,,[],['FIREBALL TOSS!'],,"[6653, 6676]",,[]
309,2,183,1,Throne Room,Hammer Brother,0,"['coin (30)', ""Cobb's Knob lab key""]",12,3,6,3,0,[],,,5,0,,,[],"['FIREBALL BARRAGE!', 'FIREBALL TOSS!']",,"[6676, 6734]",,[]
310,2,184,1,The Penultimate Fantasy Airship,N/A,0,['Tissue Paper Immateria'],0,-1,0,0,0,[],,,0,0,Gesundheitgeist!,,[],[],,"[6734, 6738]",,[]
311,2,185,1,The Penultimate Fantasy Airship,Random Lack of an Encounter,0,"['coin (7)', 'super-spiky hair gel', 'phonics down', 'coin (4)', 'blue pixel']",294,2,2,0,9,[],,,5,0,,,[],['FIREBALL BARRAGE!'],,"[6738, 6762]",,[]
312,2,186,1,The Penultimate Fantasy Airship,Random Lack of an Encounter,0,"['coin (8)', 'cocoa eggshell fragment', 'tiny house', 'armgun']",438,2,2,3,7,[],,,5,0,,,[],['FIREBALL BARRAGE!'],,"[6762, 6785]",,[]
313,2,187,1,The Penultimate Fantasy Airship,Protagonist,0,"['coin (7)', 'ridiculously huge sword', 'phonics down']",378,2,6,3,3,[],,True,5,0,,,[],['FIREBALL BARRAGE!'],,"[6785, 6804]",,[]
314,2,188,1,The Penultimate Fantasy Airship,Quiet Healer,0,"['coin (7)', 'scroll of drastic healing', 'soft green echo eyedrop antidote', 'coin (4)', 'blue pixel']",428,2,0,0,10,[],,True,5,0,,,[],['FIREBALL BARRAGE!'],,"[6804, 6823]",,[]
315,2,189,1,The Penultimate Fantasy Airship,Irritating Series of Random Encounters,0,"['coin (8)', 'super deluxe mushroom', 'tiny house']",446,2,3,2,7,[],,True,5,0,,,[],['FIREBALL BARRAGE!'],,"[6823, 6845]",,[]
316,2,190,0,The Unquiet Garves,sausage goblin,1,"['coin (8)', 'magical sausage casing']",210,3,5,5,3,[],,,5,0,,,[],"['FIREBALL TOSS!', 'FIREBALL TOSS!']",,"[6845, 6868]",,[]
317,2,190,1,The Penultimate Fantasy Airship,MagiMechTech MechaMech,0,"['coin (7)', 'coin (10)', 'metallic A', 'Gathered Meat-Clip']",14,2,2,3,8,[],,True,5,0,,,[],['FIREBALL BARRAGE!'],,"[6868, 6887]",,[]
318,2,191,1,The Penultimate Fantasy Airship,Random Lack of an Encounter,0,"['coin (7)', 'Mohawk wig', 'tiny house', 'armgun']",499,3,3,4,4,[],,,5,0,,,[],"['FIREBALL TOSS!', 'FIREBALL TOSS!']",,"[6887, 6912]",,[]
319,2,192,1,The Penultimate Fantasy Airship,N/A,0,['Tin Foil Immateria'],0,-1,0,0,0,[],,,0,0,Don't Chew on That Spirit!,,[],[],,"[6912, 6916]",,[]
320,2,193,1,The Penultimate Fantasy Airship,N/A,0,['Gauze Immateria'],0,-1,0,0,0,[],,,0,0,The Most Absorbent Spirit Ever,,[],[],,"[6916, 6920]",,[]
321,2,194,1,The Penultimate Fantasy Airship,Irritating Series of Random Encounters,0,"['coin (6)', 'coin (8)', 'soft green echo eyedrop antidote', 'tiny house']",468,3,3,4,3,[],,True,5,0,,,[],"['FIREBALL TOSS!', 'FIREBALL TOSS!']",,"[6920, 6942]",,[]
322,2,195,1,The Penultimate Fantasy Airship,Irritating Series of Random Encounters,0,"['coin (8)', 'soft green echo eyedrop antidote', 'coin (5)', 'blue pixel']",525,3,6,2,3,[],,True,5,0,,,[],"['FIREBALL TOSS!', 'FIREBALL TOSS!']",,"[6942, 6964]",,[]
323,2,196,1,The Penultimate Fantasy Airship,Spunky Princess,0,"['coin (7)', 'tiny house', 'cocoa eggshell fragment']",340,3,2,2,7,"[('Bat-Adjacent Form', 1)]",,True,5,0,,,[],"['BECOME A BAT!', 'FIREBALL TOSS!']",,"[6964, 6985]",,[]
324,2,197,1,The Haunted Wine Cellar,possessed wine rack,0,"['coin (7)', 'mushroom', 'dusty bottle of glassy Marsala', 'actual tapas']",13,2,5,2,8,[],,True,5,0,,,[],['FIREBALL TOSS!'],,"[6985, 7004]",,[]
325,2,198,0,The Haunted Wine Cellar,skeletal sommelier,1,[],0,1,0,0,0,[],,True,0,0,,,[],['THROW LATTE ON OPPONENT!'],,"[7004, 7010]",,[]
326,2,198,1,The Haunted Wine Cellar,possessed wine rack,0,"['coin (7)', 'dusty bottle of bad Muscat']",11,2,7,4,3,[],,True,5,0,,,[],['FIREBALL TOSS!'],,"[7010, 7027]",,[]
327,2,199,1,The Haunted Wine Cellar,mad wino,0,"['coin (7)', 'Psychotic Train wine', 'crazy hobo notebook', 'pie man was not meant to eat']",172,2,5,5,3,"[('Everything Looks Yellow', 50)]",,True,5,0,,,[],['FIREBALL BARRAGE!'],,"[7027, 7053]",,[]
328,2,200,1,The Haunted Wine Cellar,mad wino,0,"['coin (8)', 'pie man was not meant to eat']",148,3,5,2,7,[],,True,5,0,,,[],"['FIREBALL TOSS!', 'FIREBALL TOSS!']",,"[7053, 7073]",,[]
329,2,201,1,The Haunted Wine Cellar,possessed wine rack,0,"['coin (7)', 'dusty bottle of great Zinfandel']",15,2,5,7,3,[],,True,5,0,,,[],['FIREBALL TOSS!'],,"[7073, 7090]",,[]
330,2,202,1,The Haunted Wine Cellar,possessed wine rack,0,"['coin (7)', 'coin (10)', 'dusty bottle of glassy Marsala', 'actual tapas', 'bottle of Chateau de Vinegar']",14,3,9,4,2,[],,True,5,0,,,[],"['CHEAT CODE: REPLACE ENEMY!', 'FIREBALL TOSS!']",,"[7090, 7185]",,['mad wino']
331,2,203,0,Boxing Daycare,N/A,1,[],0,-1,0,0,0,"[('Muddled', 100)]",,,0,0,Visit the Boxing Day Spa,,[],[],,"[7185, 7193]",1,[]
332,2,203,0,Oil Peak,N/A,1,[],0,-1,0,0,0,[],,,0,0,"Pushin' Down on Me, Pushin' Down on You",,[],[],,"[7193, 7196]",1,[]
333,2,203,1,Oil Peak,oil cartel,0,"['coin (8)', ""bubblin' crude"", ""bubblin' crude"", 'Gathered Meat-Clip']",11,28,10,2,7,[],,True,205,-321,,,"['the super deluxe mushroom!', 'the super deluxe mushroom!']","['MULTI-BOUNCE!', 'CHEAT CODE: SHRINK ENEMY!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!']",,"[7196, 7312]",,[]
334,2,204,1,Oil Peak,oil cartel,0,"['coin (6)', ""bubblin' crude"", ""bubblin' crude""]",10,16,10,6,4,[],,True,5,-210,,,['the jam band bootleg!'],"['MULTI-BOUNCE!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!']",,"[7312, 7378]",,[]
335,2,205,0,Combing (moxie) Beach Head,N/A,1,[],0,-1,0,0,0,"[('Pomp & Circumsands', 50)]",,,0,0,???,,[],[],,"[7378, 7384]",1,[]
336,2,205,1,Oil Peak,oil cartel,0,"['coin (8)', ""bubblin' crude"", ""bubblin' crude"", ""bubblin' crude""]",13,8,5,9,7,[],,True,5,-164,,,[],"['MULTI-BOUNCE!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!']",,"[7384, 7429]",,[]
337,2,206,1,Oil Peak,oil cartel,0,"['coin (7)', 'coin (8)', ""bubblin' crude"", ""bubblin' crude""]",13,7,9,4,7,[],,True,5,-137,,,[],"['MULTI-BOUNCE!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!']",,"[7429, 7469]",,[]
338,2,207,1,Oil Peak,oil cartel,0,"['coin (7)', ""bubblin' crude"", ""bubblin' crude"", ""bubblin' crude""]",12,8,2,14,5,[],,True,5,-172,,,[],"['MULTI-BOUNCE!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!']",,"[7469, 7565]",,[]
339,2,208,1,The Defiled Cranny,Death Rattlin',0,['coin (8)'],12,2,10,7,2,[],,,5,-23,,,[],['FIREBALL BARRAGE!'],,"[7565, 7591]",,[]
340,2,209,1,The Defiled Cranny,Death Rattlin',0,"['coin (8)', 'coin (9)']",10,3,3,7,8,[],,,5,-50,,,[],"['FIREBALL BARRAGE!', 'FIREBALL TOSS!']",,"[7591, 7620]",,[]
341,2,210,0,Combing (cold) Beach Head,N/A,1,[],0,-1,0,0,0,"[('Cold as Nice', 50)]",,,0,0,???,,[],[],,"[7620, 7624]",1,[]
342,2,210,0,Combing (hot) Beach Head,N/A,1,[],0,-1,0,0,0,"[('Hot-Headed', 50)]",,,0,0,???,,[],[],,"[7624, 7634]",1,[]
343,2,210,0,Combing (spooky) Beach Head,N/A,1,[],0,-1,0,0,0,"[('Does It Have a Skull In There??', 50)]",,,0,0,???,,[],[],,"[7634, 7638]",1,[]
344,2,210,0,Combing (stench) Beach Head,N/A,1,[],0,-1,0,0,0,"[('A Brush with Grossness', 50)]",,,0,0,???,,[],[],,"[7638, 7643]",1,[]
345,2,210,1,The Typical Tavern Cellar,drunken rat king,0,"['coin (7)', 'rat whisker', 'rat whisker', 'rat whisker', 'rat appendix', 'tangle of rat tails']",73,2,6,2,9,[],,,5,0,,,[],['FIREBALL BARRAGE!'],,"[7643, 7667]",,[]
346,2,211,1,The Typical Tavern Cellar,drunken rat king,0,"['coin (7)', 'coin (8)', 'rat whisker', 'rat whisker', 'rat appendix', 'tangle of rat tails']",76,2,5,13,3,[],,,5,0,,,[],['FIREBALL BARRAGE!'],,"[7667, 7690]",,[]
347,2,212,0,The Typical Tavern Cellar,N/A,1,[],0,-1,0,0,0,[],,,0,0,Crate Expectations,,[],[],,"[7690, 7695]",1,[]
348,2,212,0,The Typical Tavern Cellar,N/A,1,[],0,-1,0,0,0,[],,,0,0,A Rat's Home...,,[],[],,"[7695, 7700]",1,[]
349,2,212,1,The Typical Tavern Cellar,bunch of drunken rats,0,"['coin (7)', 'coin (10)', 'rat whisker']",50,2,10,6,2,[],,,5,0,,,[],['FIREBALL BARRAGE!'],,"[7700, 7719]",,[]
350,2,213,1,The Typical Tavern Cellar,N/A,0,"['Ben-Gal&trade; Balm', 'shiny ring']",0,-1,0,0,0,[],,,0,0,Those Who Came Before You,,[],[],,"[7719, 7726]",,[]
351,2,214,1,The Typical Tavern Cellar,N/A,0,[],0,-1,0,0,0,[],,,0,0,Of Course!,,[],[],,"[7726, 7733]",,[]
352,2,215,0,The Unquiet Garves,sausage goblin,1,"['coin (7)', 'magical sausage casing', 'coin (3)', 'white pixel']",132,6,9,20,20,[],,,5,-274,,,[],"['FIREBALL TOSS!', 'FIREBALL TOSS!', 'FIREBALL BARRAGE!', 'FIREBALL TOSS!', 'FIREBALL TOSS!']",,"[7733, 7778]",,[]
353,2,215,1,The Unquiet Garves,zobmie,0,"['coin (7)', 'cranberries', 'coin (4)', 'red pixel']",114,2,9,6,2,[],,True,5,-3,,,[],['MULTI-BOUNCE!'],,"[7778, 7806]",,[]
354,2,216,1,The Unquiet Garves,the Snakeleton,0,"['coin (6)', 'The Shield of Brook', 'Gathered Meat-Clip']",12,2,11,11,4,[],,,5,-19,,,[],['FIREBALL BARRAGE!'],,"[7806, 7826]",,[]
355,2,217,1,The Copperhead Club,N/A,0,[],0,-1,0,0,0,[],,,0,0,"Shen Copperhead, Huge Jerk",,[],[],,"[7826, 7839]",,[]
356,2,218,1,Crafting Adventure,N/A,0,['unstable fulminate'],0,-1,0,0,0,[],,,0,0,???,,[],[],Cook 1 bottle of Chateau de Vinegar + 1 blasting soda,"[7839, 7852]",,[]
357,2,219,0,The Haunted Boiler Room,coaltergeist,1,[],0,1,0,0,0,[],,True,0,0,,,[],['REFLEX HAMMER!'],,"[7852, 7858]",,[]
358,2,219,1,The Haunted Boiler Room,monstrous boiler,0,"['wine bomb', 'coin (8)', 'red-hot boilermaker']",11,3,6,7,10,[],,True,5,-18,,,['the photoprotoneutron torpedo!'],[],,"[7858, 7908]",,[]
359,2,220,3,"The Shore, Inc. Travel Agency",N/A,0,['Shore Inc. Ship Trip Scrip'],0,-1,0,0,0,[],,,0,0,???,,[],[],,"[7908, 7916]",,[]
360,2,223,3,"The Shore, Inc. Travel Agency",N/A,0,['Shore Inc. Ship Trip Scrip'],0,-1,0,0,0,[],,,0,0,???,,[],[],,"[7916, 7925]",,[]
361,2,226,3,"The Shore, Inc. Travel Agency",N/A,0,['Shore Inc. Ship Trip Scrip'],0,-1,0,0,0,[],,,0,0,???,,[],[],,"[7925, 7933]",,[]
362,2,229,0,"The Shore, Inc. Travel Agency",N/A,1,[],0,-1,0,0,0,[],,,0,0,???,,[],[],,"[7933, 7949]",1,[]
363,2,229,1,Hippy Camp,filthy hippy Vegan chef,0,"['coin (6)', 'tambourine bells', 'wad of tofu', 'patchouli incense stick', 'coin (4)', 'green pixel']",10,4,5,0,7,"[('Bat-Adjacent Form', 1)]",,True,5,-1,,,[],"['OTOSCOPE!', 'BECOME A BAT!', 'FIREBALL TOSS!']",,"[7949, 7979]",,[]
364,2,230,1,Hippy Camp,N/A,0,['filthy knitted dread sack'],0,-1,0,0,0,[],,,0,0,Peace Wants Love,,[],[],,"[7979, 7985]",,[]
365,2,231,0,Hippy Camp,crusty hippy Vegan chef,1,"['filthy corduroys', 'filthy knitted dread sack', 'herbs', 'reodorant', 'filthy pestle', 'hippy bongo']",0,1,0,0,0,[],,True,0,-1,,,[],['USE THE FORCE!'],,"[7985, 8001]",,[]
366,2,231,0,Frat House,War Pledge,1,"['beer helmet', 'bejeweled pledge pin', 'distressed denim pants']",0,1,0,0,0,[],,,0,-1,,,[],['USE THE FORCE!'],,"[8001, 8023]",,[]
367,2,231,1,Hippy Camp,War Hippy (space) cadet,0,"['coin (8)', 'round purple sunglasses', 'bullet-proof corduroys']",11,3,6,10,0,[],,,5,-10,,,[],"['JUMP ATTACK!', 'MULTI-BOUNCE!']",,"[8023, 8048]",,[]
368,2,232,1,Wartime Hippy Camp (Frat Disguise),N/A,0,[],0,-1,0,0,0,[],,,0,0,Blockin' Out the Scenery,,[],[],,"[8048, 8066]",,[]
